"b1.true","w.lm","w.glm","w.glm.quasi","w.glmm","d.lm","d.glm","d.glm.anova","d.lmm","d.glmm"
0,0.752651544994145,0.377021150830467,0.531224514944264,0.643872273906354,0.733812125746384,0.733004410263543,0.694395718833058,0.938999799097733,0.963974456688643
0,0.397462791754789,0.124434243744851,0.25142478351351,0.228132610650157,0.0560180595332598,0.056911296198838,0.186346092989229,0.0854419470650842,0.0923268655230547
0,0.427870910002221,0.41904908037614,0.573558424879573,0.55548171237695,0.888880559593776,0.888511917956942,0.517462133012276,0.827329120528206,0.800666862063842
0,0.00163346600156809,7.09972679224999e-05,0.00444444648239272,0.0014421762405304,0.00168743537997909,0.00201717798561451,0.52857195066505,0.0301628056706223,0.0386934117268718
0,0.344959997491368,0.105787018748703,0.214639800503218,0.221104500803811,0.0387853792342312,0.0397091477179799,0.135748321268222,0.0646092420269084,0.0682935174958087
0,0.440659233431106,0.514340831703112,0.617731457142224,0.69668462290905,0.404458816155754,0.403514697210522,0.549078557148684,0.488352893614556,0.483843313635716
0,0.225450899079494,0.109580433228343,0.330423242180498,0.353808486243524,0.219782214992839,0.219661497849813,0.804697751839331,0.529339202386298,0.580037573469047
0,0.962392616135524,0.758607375961222,0.838637044313263,0.838939285658335,0.63491982604663,0.633927429033223,0.258599377273417,0.415146658158052,0.458897056741106
0,0.944352967926566,0.812689892909956,0.865429350462396,0.997213044986641,0.145764281920854,0.146085316844128,0.041212480980875,0.0982912625187864,0.0998667947280567
0,0.403079656618241,0.363541261709088,0.543697107979839,0.495895613740296,0.83921966474116,0.83869689283952,0.196956174120956,0.447622262069302,0.43255146298543
0,0.482246783563187,0.181072213444248,0.350964899351575,0.328450771955101,0.345422868695603,0.344666153064689,0.943765012940187,0.568191959497586,0.578428060357385
0,0.882083220525895,0.562210797638808,0.693115484880634,0.74425917071514,0.299169424210188,0.298565823812179,0.290068902592728,0.305236016127484,0.313071122517566
0,0.0331039632483835,0.00135831021679021,0.0217272342311401,0.0124068693141637,0.000795630449400797,0.000985760089203096,0.0785506514789698,0.00586308033182652,0.00664982496688219
0,0.241485900726976,0.0291354229942762,0.144461531468543,0.131294963434817,0.109058697140641,0.109607673842688,0.839553697870965,0.357005984137455,0.377245582026166
0,0.236520616510088,0.194820185251951,0.335793939335821,0.313890133109167,0.229461274433727,0.229214879857271,0.613363276055034,0.338690098366374,0.358232113269884
0,0.901591388345183,0.868580065944834,0.922633327785341,0.951996345927174,0.473477950336062,0.472433172453781,0.137651012704519,0.20666115098889,0.229877924017743
0,0.568947216781852,0.68442753734294,0.749970679538624,0.734717982638775,0.607080796964836,0.606056686775312,0.234100783146609,0.464028767357564,0.458617849999153
0,0.154268069592987,0.132452707987529,0.234748719366435,0.225155943624286,0.630445071308145,0.629448305978966,0.419237235264547,0.953921073843443,0.97680008090228
0,0.753715697822089,0.346804810173497,0.568320266936449,0.691199971811664,0.199386966418249,0.199278155355936,0.26840030302897,0.255605840968638,0.26362912566497
0,0.225259095528922,0.228942231589306,0.350818062027388,0.292398633573612,0.249532635170638,0.24914617851494,0.603577493776409,0.311380221205937,0.336917753879352
-0.1,0.66892664889459,0.279566594153791,0.482259164648666,0.444954027265899,0.600808078784189,0.59976996071329,0.723909916015057,0.914502299548385,0.924202302282946
-0.1,0.359305639215431,0.304379362392023,0.502087575124508,0.492169675612391,0.972870483597962,0.972778959082329,0.231082455341196,0.504219036053701,0.538626409255219
-0.1,0.627931035009926,0.724700927777306,0.799512427349072,0.736719890488413,0.974164874345088,0.974077702015824,0.744891672319182,0.943687393454402,0.933509751646444
-0.1,0.947797675897022,0.816027304504619,0.85756401602812,0.866321231375969,0.758158763187532,0.757413751725739,0.487437940412261,0.645639045924792,0.637301978445574
-0.1,0.806764993801046,0.46837043683936,0.644624448903091,0.707992671076026,0.744744877235765,0.743965523483955,0.790075295408556,0.958751337447457,0.975801574326127
-0.1,0.373834168978778,0.37763548823598,0.51770784249709,0.484223808220408,0.604880214562829,0.603847564358296,0.0826435953363912,0.309401065573342,0.313846704136642
-0.1,0.545727577883063,0.266194201824126,0.368456402112151,0.351400102569674,0.566901631668465,0.565846929422668,0.785488917339374,0.727671997008334,0.745921328746825
-0.1,0.97598934380801,0.699681594828951,0.808925739039886,0.785757462651788,0.462305983376004,0.461278837776677,0.42041708624989,0.420191107572402,0.45900989810991
-0.1,0.312907778501782,0.218952990413445,0.419495204427967,0.394621392567803,0.451729954642617,0.450703927619332,0.0128717781172986,0.0770036834887805,0.0805142963644103
-0.1,0.200688940035934,0.0343119284628852,0.12621180775017,0.088916454607364,0.122131851250241,0.122658732029445,0.859004799587227,0.278311442705823,0.329378591816853
-0.1,0.862412368917481,0.927176410743658,0.940257758936922,0.954931847786076,0.18857771743727,0.188648767799091,0.0665930290019614,0.145592392054746,0.144435827029677
-0.1,0.847829017014913,0.555935925465256,0.626632610243295,0.703317525927144,0.821000658946821,0.820424591794755,0.339646607164878,0.626967205638179,0.640603449121265
-0.1,0.0281338290957054,0.00377156707215933,0.0501843948046119,0.0278445900147908,0.105461613556714,0.106145819217619,0.571645383066624,0.530038496609761,0.587046674179606
-0.1,0.942338206532741,0.812498467775747,0.87850883822246,0.903979534412605,0.180240851779628,0.180293703867112,0.0490703930207981,0.0941923435184397,0.111483121511402
-0.1,0.35685744859826,0.0850545332421188,0.259301648508277,0.202078407097664,0.0481998826491844,0.0491750590884099,0.212532890307595,0.0922013669293886,0.0948576401643233
-0.1,0.68396032046859,0.329498515075617,0.501079987699673,0.439860669091689,0.241044294193152,0.240721310209591,0.399942582655686,0.278414227544821,0.329148088997556
-0.1,0.235471381484529,0.0280771335570851,0.12038605032232,0.145460575479552,0.0173359950709883,0.0181644198286223,0.155816722836852,0.0577781546620832,0.0625457580430328
-0.1,0.740449245929331,0.897085476734437,0.926531145012263,0.972995939552495,0.881196578349594,0.880803572551067,0.919428063242162,0.922804911590784,0.915754327077153
-0.1,0.540192927679207,0.231328149490434,0.378906330725205,0.397412118331851,0.454659440271593,0.453637760570009,0.928788257993291,0.69077125491122,0.724003361133539
-0.1,0.465217915092011,0.144650999064602,0.328592187846939,0.265265878612153,0.196807915396473,0.196785054550789,0.629223418998261,0.33213944492168,0.36098212554822
-0.2,0.0862365117911378,0.00365807157978098,0.0549207298136865,0.0547919622558687,0.00328371936516961,0.00374386358636206,0.119789952854012,0.0269968325675261,0.0277618184233482
-0.2,0.142004715919372,0.0309388681144241,0.0748547366425178,0.0941939811783475,0.019079018973571,0.0200702748636659,0.210673052827846,0.0499762879616259,0.0446104405580958
-0.2,0.286317556177909,0.060139637020778,0.182689404848952,0.168782052366743,0.0246391053390756,0.0256324847114776,0.118589768955612,0.0516547348780501,0.0596114021783381
-0.2,0.403056215293586,0.377220204381647,0.534267902557144,0.528199814592027,0.562760606181844,0.561701583596093,0.0572506955637185,0.238478427089139,0.245447755506499
-0.2,0.723236531026132,0.83736694597373,0.897232704531117,0.9147412200633,0.222951350705142,0.222718753712745,0.0225449752792895,0.0620591552321539,0.0753334829720658
-0.2,0.304352724055757,0.244674838674978,0.407483710899723,0.391856753445146,0.613774608348994,0.612771727850199,0.635156342822064,0.911431523835162,0.925286044394898
-0.2,0.577778371199118,0.259124182821239,0.415471577995325,0.335234975648702,0.0683926198518486,0.0692508681681993,0.100071658365101,0.0682434612200211,0.0739745381576726
-0.2,0.969494178628916,0.682049464338797,0.799160002273905,0.757576767103526,0.0407326066883551,0.0416968504568625,0.00263847740528436,0.00819707917960065,0.00941196859903388
-0.2,0.286136989824026,0.0390894802613517,0.208843549258513,0.111859986164372,0.0260694385574819,0.0270772586308059,0.174510900419823,0.060209016335545,0.0794724063363123
-0.2,0.183456083156681,0.101858939117354,0.249934326761521,0.262542648290196,0.775549307804907,0.774849455517128,0.205209297939804,0.635603156531492,0.669713710470345
-0.2,0.48044024933336,0.211320978743581,0.344174954792586,0.34510622576708,0.0681113509629519,0.0690389313792161,0.123802467955303,0.0886815804643667,0.0864729267276446
-0.2,0.045384945669037,0.00339216163092112,0.0246955269326804,0.0146493885215291,0.000161917203598418,0.000233520537908246,0.00560791357911072,0.000605897511554511,0.000653847927158853
-0.2,0.471072782366856,0.161495297911409,0.317407893991458,0.360621067002727,0.0201650682649734,0.0210740424401255,0.0308226324477081,0.0269791321380373,0.0271136719524706
-0.2,0.96159264270603,0.674693889635852,0.744174117789808,0.705926745815421,0.0553053275788561,0.0562158373363214,0.0129962406856164,0.0313737082226559,0.0333611940916898
-0.2,0.84581978336956,0.969399005458325,0.978492163255021,0.783447561110696,0.300939922025109,0.300359212935781,0.130950872606952,0.158070703951956,0.196155587225182
-0.2,0.103583414821816,0.00566129869832518,0.0577849860646302,0.04810540537957,0.0456505519755911,0.0465907699905834,0.855034895220087,0.249694222569558,0.26461899670312
-0.2,0.100875702770876,0.00662538080537454,0.0836363153616931,0.0489094701707142,0.0221061266291367,0.0231205296599156,0.448857238706273,0.119646362435521,0.143374037035629
-0.2,0.514510668923856,0.547765989428969,0.659854474799284,0.569882194822578,0.482074183300472,0.481033036150272,0.096403811686168,0.290455704846356,0.26182261447916
-0.2,0.338521106386921,0.338187045577696,0.462199420367898,0.483067243978983,0.977225083288918,0.977148228470025,0.355138763167023,0.752006476270838,0.712270828906119
-0.2,0.0101762018681864,4.96558917415104e-05,0.00338252570423143,0.00164363677070843,0.000687795978999322,0.000860227947178187,0.35822357461712,0.0165170528808215,0.0214443983187515
-0.3,0.656014317555959,0.718253984024337,0.80980043051033,0.830289759283085,0.671157688429977,0.670226106032965,0.263940111510738,0.43776859331677,0.436301346668377
-0.3,0.362444115931189,0.118556661651572,0.254037479667665,0.21489239633116,0.000520708185418826,0.000680669772956649,0.00027155788480848,0.000340560628716353,0.000377184571898661
-0.3,0.964457014511133,0.730935970253272,0.767872147941338,0.781545863121617,0.514787065074165,0.513748137725544,0.526520167788487,0.527453481069372,0.523101037682693
-0.3,0.0746250721887932,0.00477977460411401,0.0368274181728784,0.0328503763205238,0.000582793813990969,0.000749318047766733,0.0240466138990671,0.00297106109314694,0.00308414508160344
-0.3,0.872642722518326,0.541273725089872,0.695881169774506,0.752625533420046,0.226053830515387,0.225822229476898,0.177546803998433,0.206504616822179,0.204702123997983
-0.3,0.919443689967951,0.667674378120026,0.77606302433761,0.660827741501175,0.152010015342607,0.15245574641,0.0470218675877973,0.0850218056349125,0.10542925454907
-0.3,0.0823410601730772,0.000827707156302512,0.0463189622552696,0.0556387805137403,0.000679222259279787,0.000855500180375275,0.0595375214914351,0.0156534526456062,0.0163093758441389
-0.3,0.623122101229666,0.376805633685537,0.480291310157463,0.463949148461431,0.127328787910143,0.127891842919819,0.140449097562158,0.133541530556067,0.129470844152195
-0.3,0.128056308532418,0.0194708693061831,0.0795482753447732,0.0501270451590834,0.00117859849130275,0.00143907385095836,0.0189425134525581,0.0027873760107311,0.00276032541182611
-0.3,0.842346732010697,0.568441665382075,0.693330937587224,0.614254610587982,0.595545804896479,0.594526169099243,0.819780260256107,0.65309886484667,0.658829586432848
-0.3,0.241558468776478,0.0436966575509393,0.181226513487383,0.08346208859732,0.0007722793861816,0.000975377175958851,0.00233852614742952,0.000713569132535317,0.000978427160633307
-0.3,0.716270632414809,0.788199619309772,0.848703524162132,0.91945348622274,0.572712043594177,0.571688989215332,0.245339183214146,0.379137168013622,0.406316201612824
-0.3,0.506603764577044,0.525941985339671,0.661897594483291,0.571796621002568,0.261051221000477,0.260638576711356,0.0169551537943705,0.0809721985461913,0.077084136035554
-0.3,0.0794512180543932,0.00552493269163456,0.0492200502793545,0.0338266302491369,0.00702971384666364,0.0076698453142824,0.182302938650838,0.031009121366181,0.0426387914153974
-0.3,0.00717237405282038,1.41997282457465e-05,0.00265620832097705,0.00196545510189654,1.56878651298962e-05,3.01960654622078e-05,0.0430082704854438,0.00146970805898134,0.00167167361603136
-0.3,0.789161591774897,0.523924170263202,0.629344866775454,0.689860126093601,0.00652706861261041,0.00720063948074296,0.000414343344175938,0.00342626685741915,0.00250433254515456
-0.3,0.0593534951543765,0.0542617582587418,0.10009334683874,0.0769408105156676,0.714386840707149,0.713545982982418,0.0136391551422872,0.433158012659261,0.401652848505764
-0.3,0.941634853822943,0.824947046692307,0.878441857129456,0.989062663843557,0.149040010327729,0.149352631490172,0.0457532709532021,0.0977490400511656,0.0902498739488187
-0.3,0.585704761576386,0.63653484301737,0.71066867895394,0.844558791274111,0.250756689936286,0.250560686438142,0.0326476609728693,0.103646063970681,0.120670828030643
-0.3,0.260209379481672,0.0540011987187998,0.186031930436402,0.206055137047138,0.0139261704263227,0.0148721853509963,0.0731374002525556,0.0352630864636852,0.0330067214357024
-0.4,0.429020885720605,0.203671578631955,0.317656825655732,0.23483238116858,0.0823107891339931,0.0832907045728692,0.185534647873567,0.0891836987579597,0.104999057401243
-0.4,0.0917656116935848,0.00769428141894431,0.0597352158124001,0.0617093042404201,0.000465861140767116,0.000621872128582617,0.0144584414852918,0.00275505178051195,0.00198352979973937
-0.4,0.879959288630203,0.674964682414235,0.71810707663582,0.746487782311917,0.0236743218587775,0.0248474416611773,0.0067198559686571,0.0209308196616767,0.0169049919168743
-0.4,0.100208964816724,0.00593710435177136,0.0711862035058952,0.0452867329237941,2.50514051993137e-05,4.38912589380089e-05,0.000476044203116332,7.93366679903021e-05,8.01244930848584e-05
-0.4,0.0412006991530036,0.00182914060341668,0.027316474545897,0.0397440429792467,0.000349156378539972,0.00048227443251136,0.029088384222948,0.0048418214793964,0.00336762221955489
-0.4,0.322956498758384,0.073657940461059,0.226353803331496,0.165202245154834,0.000606146389606444,0.00077619670457768,0.000870907851954462,0.00052099654629374,0.000455093257809853
-0.4,0.0243148521998666,0.000233769526365353,0.0127095920361069,0.00820292414120687,0.00209172907973314,0.00246405970779395,0.335597601270404,0.0384812580408915,0.0518528276263873
-0.4,0.149709872524435,0.00909729114598467,0.115160404721993,0.0830026942664223,0.00374099750284647,0.00427175674196178,0.0789353963747232,0.0226163058256443,0.0228185950250628
-0.4,0.876191117380012,0.969798715329027,0.973055753790928,0.998796417780129,0.465676680785195,0.464772159122327,0.283098520834159,0.452965589024686,0.441377046821234
-0.4,0.355818436605143,0.176472869544461,0.434698943874426,0.455744225461824,0.959352898284369,0.959215425092566,0.110078939375216,0.343693713538191,0.337490395692722
-0.4,0.0653426212682913,0.00176416815863025,0.0409375476031875,0.0938332194418194,0.000290336378223761,0.000405717081343112,0.027007060056742,0.00799628049098464,0.0048886810341073
-0.4,0.326426115471159,0.34879765080898,0.440312813059677,0.430626369642424,0.531949181705307,0.530955289250502,0.0488515991754966,0.323241175046799,0.342182224760947
-0.4,0.173064354394062,0.0554445441706103,0.116002359645133,0.093458502288683,0.14942668559557,0.149828431462067,0.828524558211636,0.239065298803657,0.25707869869283
-0.4,0.141317139276615,0.00840022519583336,0.0840640474848345,0.0847019685289305,5.41930324736136e-05,8.88090742118702e-05,0.00049821470932939,0.000216070063104292,0.000173181884234029
-0.4,0.225333344696709,0.0507639612104032,0.164631477147288,0.138967185560025,0.0108107327117464,0.0117508563208587,0.0456003018242454,0.0222122563488939,0.0214396825994814
-0.4,0.379240002399883,0.10319260328298,0.284803769185667,0.211348317166499,0.07666971565786,0.0776755249850942,0.283335513184163,0.13506739380771,0.154964327408141
-0.4,0.514748393714784,0.311959777151065,0.371591231900494,0.373246335316731,0.0148161198739409,0.0157962827544499,0.00813769268778763,0.0155359316533752,0.0144670209642985
-0.4,0.0285334718300795,0.000159856812758519,0.0210641106907434,0.00965340749851856,1.02722436256074e-05,2.01700926174424e-05,0.00379498154547228,0.000325670847803194,0.000373125806599988
-0.4,0.0991872704594265,0.0136571757272347,0.0489231201952497,0.0793791875544922,0.000420163755494623,0.000571478959513765,0.010108288540706,0.00218573545965562,0.00112378218892786
-0.4,0.433972529287361,0.106291701641058,0.31745798063716,0.247379027418979,0.0270889691518424,0.0280838255664501,0.0820418308311879,0.0414535033224333,0.0432963791466614
-0.5,0.929628287122199,0.724718100892249,0.793198777980546,0.785411394602132,0.949630551028698,0.949461161170768,0.77841515120123,0.954646110546054,0.934617171753192
-0.5,0.352217326092427,0.11971539917733,0.266575233217304,0.342972437961383,0.000142883152330325,0.000214548610884371,0.000106790458773434,0.000168769173858654,6.5511643498457e-05
-0.5,0.0676240885259274,0.0107585509268042,0.0460863547247052,0.0429494552861977,0.00015133495616658,0.000239596177356944,0.00316674815246747,0.000686789342371053,0.000347231456979884
-0.5,0.00320535946095917,2.62182027289513e-05,0.00264024523804365,0.000983665397494437,1.84211217119787e-09,1.90400242708784e-08,1.01485237645736e-05,1.58049336128247e-07,5.97526559592993e-08
-0.5,0.000190183571890176,2.81600685153852e-06,5.46198480878856e-05,1.68061314390153e-05,2.27727269311769e-09,2.39402338424231e-08,0.00030132534993066,1.59911927126198e-07,4.05695409618853e-08
-0.5,0.218015941369359,0.0318197421211311,0.168459905851365,0.105968374254233,4.36248468822356e-05,7.6025976754832e-05,5.1104662530856e-05,2.92143480852892e-05,2.73777328451987e-05
-0.5,0.174795740946081,0.0351303804418696,0.109619552561826,0.0766135487010809,0.00270176104069,0.00314868993619147,0.0123203023189172,0.00433567096385503,0.00533295357944299
-0.5,0.650205449917571,0.646276461166984,0.75882230725061,0.798338296249333,0.136333762957977,0.137041853523586,0.00522632939738047,0.0225776021533998,0.0271515867754402
-0.5,0.0653212485841456,0.00165191770474897,0.0461321921904814,0.0212808821562126,0.00307481458005225,0.00356398935076449,0.190777000340855,0.0299269375040969,0.041968633216815
-0.5,0.124856219778997,0.0246353176770316,0.0875101584285888,0.0545903138051737,0.000278815341042756,0.000389657975482349,0.00138189745760766,0.000418178782546846,0.000541545093916262
-0.5,0.154790299234546,0.0598532750810351,0.128163734938217,0.107198234454336,0.102285958057506,0.103233883997096,0.568400264817625,0.165520687801486,0.172608528850876
-0.5,0.714358791993946,0.830057526827742,0.869155146924426,0.898693968805642,0.0323774140468261,0.0334612797502468,0.00142274926505324,0.00753058440491829,0.00817209291496457
-0.5,0.000936380036718869,0.000230899368203145,0.00139218886812246,0.000546943845032403,6.82158380207893e-09,6.54933939288942e-08,3.03616702923973e-05,1.4724272811882e-07,2.48050558546047e-08
-0.5,0.113001403122122,0.00859866103326412,0.0905848468931361,0.0613877814401771,0.00324400586397382,0.00377216528331737,0.0632796211842653,0.0163657230772709,0.0182333965511574
-0.5,0.156021639693862,0.0167721265233048,0.105439934699599,0.11754012777378,0.0536175444234939,0.0547794347190543,0.620110195127136,0.237314092026327,0.265005774332997
-0.5,0.2238176028539,0.0269427536811567,0.154936189397789,0.203617027857495,0.000709777006228725,0.00092442867966668,0.00119775592404162,0.00161377861955076,0.0013954547674345
-0.5,0.772034914550752,0.507779905749067,0.596299606513344,0.622350392264983,0.133866479175651,0.134425769850139,0.0990085357568256,0.132552436011965,0.131759868133532
-0.5,0.269367179652842,0.0404265556492039,0.193853200199788,0.176045637976295,0.000519004602815235,0.000676346113752592,0.00193443817506867,0.000877062640515035,0.000612325059523658
-0.5,0.0437529371795639,0.001096328371395,0.028760079456476,0.0125356155236245,0.000129820430940588,0.000200158540134609,0.0166161001205596,0.00132518099691268,0.00182120598133843
-0.5,0.65993370990465,0.406868316875967,0.529922015915451,0.488471530900315,0.420897274697735,0.420030570213609,0.71955548590725,0.502624621757118,0.534184510352229
